schema_version,experiment_id,run_id,timestamp_utc,mode,n_qubits,depth,trial,seed,optimizer,listing_model,wire_traversal,original_size,optimized_size,reduction,fidelity,runtime_seconds,success
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.716747+00:00,full,5,1,49,42000149,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999991,0.0020003318786621094,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.718747+00:00,full,5,1,50,42000150,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0009996891021728516,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.719747+00:00,full,5,1,50,42000150,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0009996891021728516,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.720747+00:00,full,5,1,51,42000151,greedy_gate_cancellation,LBL,False,5,5,0.0,1.0,0.0009996891021728516,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.722747+00:00,full,5,1,51,42000151,greedy_gate_cancellation,WCL,True,5,5,0.0,1.0,0.0020003318786621094,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.724748+00:00,full,5,1,52,42000152,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999998,0.002000570297241211,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.726749+00:00,full,5,1,52,42000152,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999998,0.0020017623901367188,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.728748+00:00,full,5,1,53,42000153,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999989,0.0010004043579101562,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.730827+00:00,full,5,1,53,42000153,greedy_gate_cancellation,WCL,True,5,5,0.0,0.9999999999999989,0.002079010009765625,True
1.1.0,WCL-E19,e19_full_20260721_071617,2026-07-21T07:16:17.731766+00:00,full,5,1,54,42000154,greedy_gate_cancellation,LBL,False,5,5,0.0,0.9999999999999998,0.00093841552734375,True
