schema_version,experiment_id,run_id,mode,family,n_qubits,trial_seed,trial_idx,original_size,original_depth,original_cnot,ceiling_proxy_value,input_circuit_sha256,strategy_name,gate_reduction,depth_reduction,cnot_reduction,fidelity,fidelity_source,optimized_size,phase1_time_ms,phase2_time_ms,final_phase1_time_ms,total_time_ms,phase1_skipped,phase2_skipped
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,1433267572,5,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,naive,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,6.849900004453957,8.14890000037849,6.914500001585111,22.276900010183454,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,1433267572,5,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,ceiling_aware,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,0.0,0.0,0.0,0.7970000006025657,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,434285667,6,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,naive,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,6.433300004573539,7.680800001253374,6.4981000032275915,20.963400005712174,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,434285667,6,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,ceiling_aware,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,0.0,0.0,0.0,0.7775999984005466,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,613608295,7,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,naive,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,6.429000000935048,7.689199992455542,6.268899989663623,20.718500003567897,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,613608295,7,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,ceiling_aware,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,0.0,0.0,0.0,0.7994999905349687,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,893664919,8,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,naive,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,6.52789999730885,7.586599997011945,6.300699998973869,20.752500000526197,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,893664919,8,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,ceiling_aware,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,0.0,0.0,0.0,0.7818000012775883,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,648061058,9,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,naive,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,6.918899991433136,8.292200000141747,6.348499999148771,21.897999991779216,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,6,648061058,9,21,11,0,0,e761adf8efeac5c21762208c08429dd4686d16eb4cbc1582e6d4ebc809852f66,ceiling_aware,0.0,0.0,0.0,0.9999999999999996,exact_average_gate_fidelity,21,0.0,0.0,0.0,0.7687999896006659,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,88409749,0,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,4.468200000701472,6.284600007347763,2.6729000092018396,14.05959999829065,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,88409749,0,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,0.0,0.0,0.0,1.094899998861365,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,242285876,1,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,2.6990000042133033,5.430400007753633,2.601999993203208,11.048799991840497,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,242285876,1,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,0.0,0.0,0.0,1.072099999873899,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,2018247425,2,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,4.386100001283921,6.71909999800846,2.6140999980270863,14.455700002145022,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,2018247425,2,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,0.0,0.0,0.0,1.3942999939899892,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,953477463,3,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,4.29959999746643,8.043499998166226,2.685799991013482,15.634199997293763,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,953477463,3,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,0.0,0.0,0.0,1.1309999972581863,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,1427830251,4,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,3.4152000007452443,5.473700002767146,2.61649998719804,11.844599997857586,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,1427830251,4,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,0.0,0.0,0.0,1.2091000098735094,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,1883569565,5,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,2.6876000047195703,5.5222999944817275,2.6180999993812293,11.162099995999597,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,1883569565,5,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,0.0,0.0,0.0,1.0771999950520694,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,911989541,6,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,2.6805999950738624,5.498700003954582,2.895799989346415,11.40010000381153,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,911989541,6,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,0.0,0.0,0.0,1.0940000065602362,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,3344769,7,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,2.651599992532283,7.002400001510978,2.6182000001426786,12.5908000045456,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,3344769,7,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,0.0,0.0,0.0,1.1131000064779073,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,780932287,8,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,2.7468000043882057,5.5336999939754605,2.6477000064915046,11.247699992964044,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,780932287,8,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,0.0,0.0,0.0,1.11339999421034,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,2114032571,9,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,2.685499988729134,5.446700000902638,2.799800000502728,11.271299998043105,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,8,2114032571,9,36,15,0,0,b2f83603b76f95e86e3b51898d6ea360adf3a62f51aa296baf0178913d4108b2,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,36,0.0,0.0,0.0,1.1473999911686406,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,787716372,0,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,4.4830999977421016,9.285499996622093,4.428399988682941,18.5739000007743,False,False
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,787716372,0,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,ceiling_aware,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,0.0,0.0,0.0,1.5631999995093793,True,True
1.0.0,E21,e21_full_20260721_072214,full,QFT,10,504579232,1,55,19,0,0,42d8c0833c711ef5a728d7e74557b32d900a97be7f13168033922f39a90f6b39,naive,0.0,0.0,0.0,1.0,base_optimizer_large_circuit_estimate,55,5.081999988760799,10.29940000444185,4.285700008040294,19.992700006696396,False,False
