budget_seconds,circuit_family,circuit_id,common_basis_gate_reduction_pct,design_manifest_sha256,exact_fidelity,input_circuit_sha256,listing_model,optimized_common_basis_gate_count,optimizer_runtime_seconds,original_common_basis_gate_count,output_circuit_sha256,peak_rss_mb,primary_pair_orientation,protocol_sha256,rule_set,run_id,run_order,status,template_enabled,trace,valid_equivalent_output,wall_seconds_end_to_end,window_gates
10,QuantumWalk,qwalk_3,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999941,9599f9974b14de7195d737812cbf1c818a7ceb9b98d68f8d815c350d4d59daaa,WCL,368.0,0.02271890640258789,368.0,4197af7a74b08a9a7037a65ad8565235393becc3b7388b2d97edf1cfbff4172d,141.7734375,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,65be4b6fd15d8823fd5f21b18846cf5ac4ef3fdef000d79ae8dccc658d8a38c2,18925,success,True,"[{'cz_conversions': 0, 'gate_count': 226, 'h_reorders': 48, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.0631984999999986,16
10,Oracle,bv_5,90.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.999999999999998,351812e2422dea6a191df1adc81100a4fd431345cee8a8a72b1f7b04de1a0395,WCL,4.0,0.0010006427764892578,40.0,852d369f301c310bee56236867bf195121bb5524335c1910f24836c6399191c4,141.2734375,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,24b1ccd744abe48bdb6cee57088b119abd9a14e5afad5086758a919785e0db41,18926,success,True,"[{'cz_conversions': 0, 'gate_count': 4, 'h_reorders': 20, 'hh_cancellations': 6, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 2}, {'cz_conversions': 0, 'gate_count': 4, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.4245152000003145,16
1,UCCSD_inspired,uccsd_8,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,22551b784d24a75d9256bbd007b935019702d979f1a26edaef3c56d99546120b,LBL,,,,,69.60546875,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,f1eceee5cd7458f1245380381c397a56e7efc267a732aff1e878b8cf1e1f4a41,18927,timeout,,[],False,1.0575916999987385,4
30,Grover,grover_6,5.7046979865771785,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999775,2bee44a161fa6c431fbd0ee8af1ba0d00e29dddddd1803be82a2bf7ca95465b8,WCL,562.0,0.10749197006225586,596.0,fcbf6b4a3fa3c9884c32f9e655d532c5cd32cb476c984ee2f44806c0db7c4c46,141.45703125,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,ce88750cfcbbc01cc7396b3c9a7b6a5c03b37856fddfbef1c9e5a5fcd77bba17,18928,success,False,"[{'cz_conversions': 0, 'gate_count': 440, 'h_reorders': 63, 'hh_cancellations': 4, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 420, 'phase_merges': 10, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 440, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.375957500000368,64
120,UCCSD_inspired,uccsd_4,13.157894736842103,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,1.0000000000000009,569144f1f4ed5900a4ee35afd5c24a98a42de6ce3c141773dc514b4ea44405f4,RANDOM_TOPOLOGICAL,66.0,0.002961874008178711,76.0,c2a19e1eff1ae06cedc03a5ae1469fef00990ffede660a004dbee1f1ace1c6d8,141.64453125,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,cb30c5683a1b592623b83f6ab962a2e12e8b84380994958deba1f157db7867ba,18929,success,True,"[{'cz_conversions': 0, 'gate_count': 26, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 2, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 26, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.1900992000009865,4
30,QuantumWalk,qwalk_3,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999941,9599f9974b14de7195d737812cbf1c818a7ceb9b98d68f8d815c350d4d59daaa,LBL,368.0,0.012005805969238281,368.0,dbdcfa303ea54a532247591c0260f712b5b2c6c4aa4d920e24279df7f443834f,141.6875,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,8804382e1bbd76297ebcf16eb930fe3cb35a6430e54957fb4128cd4facee8106,18930,success,True,"[{'cz_conversions': 0, 'gate_count': 226, 'h_reorders': 4, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.129370700000436,4
30,Oracle,bv_3,21.42857142857143,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999979,69dc9b7c80d923f7c782eeecca4e015e05ed1068495a29bd0e903ae9e481abbf,WCL,22.0,0.0009996891021728516,28.0,b411e07ca9121fc3f2d1c5457c5bb4780afe7748e0d21b7261af2288c6707d5c,141.49609375,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,6fb25f726ad54e2de1e69341da5e094c6cda9f604236b5f4ef39f8418bcbb082,18931,success,False,"[{'cz_conversions': 0, 'gate_count': 10, 'h_reorders': 10, 'hh_cancellations': 1, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 10, 'h_reorders': 4, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.085345600000437,64
120,Adder,adder_4,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,1.0,f1385dea23b197291382303ec5ddac0c2b35748e3eb579fdc7cf835943215c47,WCL,59.0,0.0,59.0,f1385dea23b197291382303ec5ddac0c2b35748e3eb579fdc7cf835943215c47,141.6953125,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,43dc1b819296b7538669c8553b08612d02cb5374164fe4bf85e27df704c8d24e,18932,success,False,"[{'cz_conversions': 0, 'gate_count': 5, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.0450860999990255,64
1,HaarRandom,haar_4,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,893f6526bf6a6d3aeec9c02876eace88e08e93caa6ed56c50764daeba95b4560,LBL,,,,,97.38671875,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,623dcd4416ce6461da0d1a33e2188551e5e3877b0c26d4a2696cd6413622d14b,18933,timeout,,[],False,1.0278413000014552,4
1,QAOA,qaoa_line_4,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,98288a8bb24c6c4e673cdd1a4153610759a5259eab1700308a6bb0e7520a1d09,RANDOM_TOPOLOGICAL,,,,,92.359375,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,15bf4db57945d97ae400b07f439c5a00a884ec0a085416f73bd617fb53c7d877,18934,timeout,,[],False,1.052403999998205,4
10,IQP,iqp_8,50.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999991,83736b18a61dd9b2fd86cf7fc2f36d12cbe6d26237036b39893a814898578b01,LBL,69.0,0.014162540435791016,138.0,b667ef78bd1eb9f90c0c5bfa9891591b8ede55ba015df50d85d50b53482f9920,141.4609375,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,deaafa952796033ab5afa8ed6db39ebec327441803da2e27c6df19b44a613254,18935,success,True,"[{'cz_conversions': 0, 'gate_count': 29, 'h_reorders': 14, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 4, 'mcz_conversions': 0, 'pair_gathers': 88, 'phase_merges': 7, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 25, 'h_reorders': 27, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 30, 'phase_merges': 4, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 25, 'h_reorders': 4, 'hh_cancellations': 0, 'iteration': 2, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.391336099997716,16
1,QuantumWalk,qwalk_7,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,1a7bfb668baba31b5cb74057590661843ab8c6a997dc5e21c16d38ca42dee44b,LBL,,,,,81.4375,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,4de9958d03d59f0850d7afa00c2d2379524f97a068699d0310422fd162ec57f1,18936,timeout,,[],False,1.0470820000009553,16
120,QuantumWalk,qwalk_6,7.7684691546077715,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999997171,272804f10f95ecb2895a565280f8594781730f41735af2d503194d428323e8a2,LBL,4844.0,0.4469749927520752,5252.0,6c0c29c9068dd2a8fd10d6a6d9e0fd6bb5716cb03cfff0b48f70041222d2384c,145.26171875,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,4c0f39673c77ed40c79ff60726485f029248d118ffff38753a2d730c92350675,18937,success,True,"[{'cz_conversions': 0, 'gate_count': 3778, 'h_reorders': 16, 'hh_cancellations': 66, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 12, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 3778, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,6.296013600000151,4
1,QuantumWalk,qwalk_7,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,9a041e65e0425acb6f1da0991581cf3416dbc278e761b7a398593dbb6f7ed442,LBL,,,,,97.6953125,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,19a81034c41aa59c12b51fed8a339902c5ad243fe33aad6b62d6cde6d63424f9,18938,timeout,,[],False,1.034559799998533,64
30,UCCSD_inspired,uccsd_6,18.518518518518523,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,1.0000000000000013,572ced8466222c9cce73f7c74264b2354fd93bd719eafb0290bc144dcb80224f,LBL,132.0,0.010277986526489258,162.0,8bc23dc42a16a075a95402afde25d1e09c438102c35d7f87713ccb862cc45bb6,141.51953125,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,6b8cdacba93561ded756f1fdf06efa7105f8c5f1831b770e819e8fffdc02ed4d,18939,success,False,"[{'cz_conversions': 0, 'gate_count': 52, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 27, 'phase_merges': 6, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 52, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.2292460999997274,64
30,RandomClifford,clifford_4,22.857142857142854,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999954,96561fd3e0765c0456e8f0b0e5c9c800074d4f866c985077bc85ca4c0fb159aa,RANDOM_TOPOLOGICAL,54.0,0.0037546157836914062,70.0,50af778e28466ffc7d11f67b221d1956afed120f3f6250f361b930c282121c82,141.54296875,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,6ae40fcc8e2a7d98d20e0f4db81e4a1a573b51b821b7f0422ff09b4c836eb20d,18940,success,True,"[{'cz_conversions': 0, 'gate_count': 29, 'h_reorders': 6, 'hh_cancellations': 2, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 6, 'phase_merges': 3, 'template_rewrites': 1}, {'cz_conversions': 0, 'gate_count': 28, 'h_reorders': 12, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 3, 'phase_merges': 1, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 28, 'h_reorders': 12, 'hh_cancellations': 0, 'iteration': 2, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.2168273999996018,4
