budget_seconds,circuit_family,circuit_id,common_basis_gate_reduction_pct,design_manifest_sha256,exact_fidelity,input_circuit_sha256,listing_model,optimized_common_basis_gate_count,optimizer_runtime_seconds,original_common_basis_gate_count,output_circuit_sha256,peak_rss_mb,primary_pair_orientation,protocol_sha256,rule_set,run_id,run_order,status,template_enabled,trace,valid_equivalent_output,wall_seconds_end_to_end,window_gates
10,QAOA,qaoa_line_8,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999973,5713a5dbe3be0670eb39317ac7b841739b453b10c8966fa6018e22c62466cb23,RANDOM_TOPOLOGICAL,218.0,0.0,218.0,0160583548d78aacd1ad2654d425dc2ca70833a70761c8380d5d63342ed7af09,143.34765625,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,7fc02658b55c2ed95ef15eba3ec828d94d5dc0381f7d34c6975db80250db676a,5457,success,False,"[{'cz_conversions': 0, 'gate_count': 66, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.1689468000040506,4
1,QAOA,qaoa_line_4,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,d38566d48961c0f4bf6be3a09a849c118d9719eaeb3ba58b46b96218d1814c2e,RANDOM_TOPOLOGICAL,,,,,100.0546875,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,4e4d46f80dd32e2ef166663d598dce76de8eba37f0556ae634532a06bd6ebae2,5458,timeout,,[],False,1.0512117000034777,64
120,HardwareEfficient,hardware_eff_6,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999996,fd904e687f3606b7bbc5cd8c5f015303fb63612af2cc5137bd4ac9367a00f3f1,LBL,82.0,0.002005338668823242,82.0,fd904e687f3606b7bbc5cd8c5f015303fb63612af2cc5137bd4ac9367a00f3f1,143.29296875,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,71081c4a0df3067a620afea7ad46f3f153b86f8b22e8c296ae8fc939379713b3,5459,success,True,"[{'cz_conversions': 0, 'gate_count': 34, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.0757950999977766,4
30,SurfaceCode,surface_code_8,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999998,a1b0ba8e9683b6e8fb7f674fec300eb87f2d2387d58f482c81187c497cdc2175,WCL,15.0,0.0007202625274658203,15.0,a1b0ba8e9683b6e8fb7f674fec300eb87f2d2387d58f482c81187c497cdc2175,143.28515625,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,5095c6097a5bbd69532bbbe8bbf8a6a0184833aa09c2cb868d260b08b7b9f201,5460,success,True,"[{'cz_conversions': 0, 'gate_count': 11, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.1088381000008667,64
120,QuantumWalk,qwalk_8,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,8664cf212e90101e901ea020a3d13bba14837c13195e5d2d2e6c78405c613790,LBL,,,,,123.21875,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,8ba29aa66f3a565d8a22f6917e1c5cf6d19ecf815afcdc10b60ee72b82c8a1d4,5461,timeout,,[],False,120.02742819999548,16
1,QuantumWalk,qwalk_7,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,9a041e65e0425acb6f1da0991581cf3416dbc278e761b7a398593dbb6f7ed442,LBL,,,,,100.1171875,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,c6b1a4a4f53a28cb44d192fdea83a989e95dbadab81de3fa527bdb6d8362f847,5462,timeout,,[],False,1.0494985999976052,16
30,QuantumWalk,qwalk_3,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999939,9d7bae7cb361f289bfa22b373c94a22b6cd06c8e0c5262709fba830673dcf4e2,RANDOM_TOPOLOGICAL,368.0,0.018038034439086914,368.0,522e1cdc7bcf1ceafc7bb6454baf525809b21805156b38dec8201376a47751be,143.10546875,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,77e890068211dc0b150211e0ed8b0d7580b8308ef462a09b165e031d0b2c0968,5463,success,True,"[{'cz_conversions': 0, 'gate_count': 226, 'h_reorders': 11, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.0920887000029325,16
10,QuantumWalk,qwalk_6,8.929931454683926,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999997277,b48696525dc16ace3d17f7656e6602f2710e54d030274a737712c3dc966a5f93,RANDOM_TOPOLOGICAL,4783.0,1.4917221069335938,5252.0,0e2b4f2fefb40b5b511e2c1fb34f22b93c90c4b505b60f2d8d02112384832d81,146.7109375,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,96c88dd0e0ec00dfdb2e1deafaa46d987c8c02c5ab5682b0a2f6f771ea227e12,5464,success,False,"[{'cz_conversions': 0, 'gate_count': 3727, 'h_reorders': 139, 'hh_cancellations': 66, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 2435, 'phase_merges': 63, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 3717, 'h_reorders': 30, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 258, 'phase_merges': 10, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 3717, 'h_reorders': 30, 'hh_cancellations': 0, 'iteration': 2, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,6.473591199996008,64
1,Oracle,bv_7,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,a5f7781ed3e4e651a2e5798f49ae601eea6d43bc87e45d3700bb4db9feee5c3a,LBL,,,,,100.41015625,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,3a25039421fbbb0ed3dd9c6519c0511fcee67bc4b9962a722be248d06506f158,5465,timeout,,[],False,1.0461665999973775,4
10,VQE,vqe_twolocal_6,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,1.0000000000000009,fc2908d6c4fd8d02ebb288c7d8a25dc4e5b9a8036c7104236e5788bd6a0d11cd,RANDOM_TOPOLOGICAL,190.0,0.002000570297241211,190.0,814ef3bfb6969638d46d9b181302fb3a16ee632ac7fc553573ce635886538d09,143.09765625,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,ca84e0f989d82cb503b39a6899cdf7cf670b412f2c170afbe3b802c6fcec5af3,5466,success,False,"[{'cz_conversions': 0, 'gate_count': 46, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.0289727999988827,16
10,HardwareEfficient,hardware_eff_6,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999987,adbb48a0ef0579f1930cd5635450dda6ac0134b70ed705fee57896785a5c920c,WCL,82.0,0.01585555076599121,82.0,ba802317a241bfc9eb857b58156049066702250de075cb1305a409beccf10698,143.1484375,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,15d8e758819370eb5a6cc19f6f5ab42d4665ab2218cc5c548d19c2b4f19bdd24,5467,success,True,"[{'cz_conversions': 0, 'gate_count': 34, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.0762576999986777,16
10,Oracle,bv_7,33.333333333333336,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999947,566d2d8e6e0997a8b51a95c78b1f3ed52607b20964f2c0ae7de1115cada224ab,WCL,36.0,0.000997781753540039,54.0,41b3ec0825348543e28ea1825e4b5bfa02d14dd2518a5f8054331e72172f3279,142.90625,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,64893ebe30ac8b74ce71322164584b11b8faf2f98a9ba8fa906b7c0c98a65e00,5468,success,True,"[{'cz_conversions': 0, 'gate_count': 16, 'h_reorders': 2, 'hh_cancellations': 3, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 16, 'h_reorders': 2, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.0933125999945332,4
120,Grover,grover_4,19.047619047619047,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.999999999999995,fcc1daadc89b349ed68d575311f3e662b665486c74c598f45f3b363c8841378d,WCL,102.0,0.015277862548828125,126.0,7c53e6873b640e6a15459c8acebca397baa207d1a0aa77eec5d3ec6a91bf280f,143.015625,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,45ba2ff8ff6946b6b0e7f1430002f55c12efd4f4e5bc195b9a6cd4b5f451edf7,5469,success,True,"[{'cz_conversions': 0, 'gate_count': 78, 'h_reorders': 16, 'hh_cancellations': 4, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 26, 'phase_merges': 0, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 78, 'h_reorders': 2, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.0228265000041574,64
1,HardwareEfficient,hardware_eff_8,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,49e4535dd05722cfe2cfda0d59fcc03e485eca61c04e97f3b303a014d4a4357b,RANDOM_TOPOLOGICAL,,,,,100.75,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,a2d702410f3409e9e3366326d2b8019afa39f6856873a3abc9392955c27d349b,5470,timeout,,[],False,1.048993700002029,16
120,HardwareEfficient,hardware_eff_6,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999998,e7fffabc07b75ea40680bf5a6622f4cdc16711362459ed4523e903018e295e22,WCL,82.0,0.0,82.0,9a86b27d0c8b3d9eec788adc0a2b04cf27cac395e05d0c696e0ca71b7b0c1a12,143.02734375,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,2573a2a89d8e4cab6143defc00b7d73ab57110c95ed7612ccd967c15efeb594f,5471,success,True,"[{'cz_conversions': 0, 'gate_count': 34, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.3889046999975108,4
10,RandomClifford,clifford_4,21.999999999999996,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999983,3ddeba643cb1262108f3aa16deb98fff7a1b48b89c7248b1fb063953fca055c7,LBL,39.0,0.0044689178466796875,50.0,7baa6d752e5596298c3ea37397abf036dad783788ceafb3907bd4cd98bb3e98a,143.1484375,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,a8eff2d1fe881565244a216b4af0437662723090fdcffb35df0c1c1b318d56ed,5472,success,False,"[{'cz_conversions': 0, 'gate_count': 22, 'h_reorders': 21, 'hh_cancellations': 1, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 32, 'phase_merges': 4, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 21, 'h_reorders': 14, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 7, 'phase_merges': 1, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 21, 'h_reorders': 14, 'hh_cancellations': 0, 'iteration': 2, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.2773422000027495,64
30,UCCSD_inspired,uccsd_4,13.157894736842103,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,1.0,fff9e82ccf288b69ac39de668fca6fe3c6b30b9b7b6254dc68246f60aa6e303c,LBL,66.0,0.003002166748046875,76.0,26edf783b7431fe04c41c1df9cb023c9e19685f3160742ecf64fea59e0aaf4cc,143.24609375,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,f178281796a2b5779930d12a225a1ab06d422893d073f03538c44ce93aa0861a,5473,success,True,"[{'cz_conversions': 0, 'gate_count': 26, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 5, 'phase_merges': 2, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 26, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.110841099995014,4
30,VQE,vqe_twolocal_6,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,1.0,96459b4f823e438eec56e9c1a97a6dd324300ee70290658957d9ad22142ab813,RANDOM_TOPOLOGICAL,190.0,0.0,190.0,d98e9e2347bb657e5ecb8c43e8c71f4d93cea320c99bbd4f88c0c3fdb0ec729d,143.1875,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,644534fc2c283f0b4246f25c13cce92e27bb0c2cb1f26fc2ec4ed688d732931a,5474,success,True,"[{'cz_conversions': 0, 'gate_count': 46, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.0819295000037528,64
30,UCCSD_inspired,uccsd_6,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999982,1d4853bca63144935eeb81d785f652a95967ee4e4ffe44f0b753e62a72490a87,LBL,162.0,0.004007577896118164,162.0,1d4853bca63144935eeb81d785f652a95967ee4e4ffe44f0b753e62a72490a87,143.375,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,60823b39c885063636dd847a3a9566856794b132cc8d6314d9b85d5cef38f1bc,5475,success,False,"[{'cz_conversions': 0, 'gate_count': 58, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.077891600005387,4
30,VQE,vqe_twolocal_6,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,1.0,5eaf1f2b9f33724492a3e71d4e8ceaefbf99cfd60c760cd93842c60ec7375ec3,LBL,190.0,0.004511117935180664,190.0,5eaf1f2b9f33724492a3e71d4e8ceaefbf99cfd60c760cd93842c60ec7375ec3,143.03125,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,5fe58f5d9b8d9ddea8b9af4a4de3ec0692477f2027c0aa32f5e3c719e9cb7d3f,5476,success,True,"[{'cz_conversions': 0, 'gate_count': 46, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.074928699999873,64
120,HardwareEfficient,hardware_eff_4,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,1.0000000000000009,329b15531e8ae55e3c8668f2b78d9dbb4532f68f6c3aa4cb36f07012787c1a07,WCL,54.0,0.0,54.0,d4744ef30b3b0b623c5eaf637d81b31993e8c4a25ffc50bdb39a3fedbd4f4d2b,143.0546875,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,b2ffa501e50990e930be6d87a13573ff3e947033dd6e4d64919c6b84b842cbcf,5477,success,True,"[{'cz_conversions': 0, 'gate_count': 22, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.044831200000772,64
1,Oracle,bv_5,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,b1eea75a6b9b0df65f92fc8a6cc335196d0e181b16f0295c85e61c1ab5bcff75,LBL,,,,,97.4921875,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,6b5d4e5dee30e73e1a08c6c97c52a15750f810bf465035417c43d5dff3b20b4c,5478,timeout,,[],False,1.0358631999988575,64
1,Adder,adder_6,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,ffbccff06f7f6ee0e5485c7374bbae521e513bf19f08f375c992f0d2c68d895c,RANDOM_TOPOLOGICAL,,,,,102.55859375,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,e1a9fafc710fd24a600b6efa9cdc58eb51f266d69229b6ab71fc86e13880a73b,5479,timeout,,[],False,1.0507033000030788,4
30,VQE,vqe_twolocal_4,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999996,59fbafb4a84f6e3bf7095d58daa93081c2109f6d48baaa6615d62eb5baec28bb,WCL,126.0,0.0,126.0,59fbafb4a84f6e3bf7095d58daa93081c2109f6d48baaa6615d62eb5baec28bb,143.02734375,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,23b0ab6c8911d7956567d9758909fc1f9e6ca8c303072a4c769d9b76c501e4ac,5480,success,False,"[{'cz_conversions': 0, 'gate_count': 30, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,1.9994236000056844,16
10,Oracle,bv_7,45.28301886792453,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999947,8ff9e347f089a38379fb8b9dddac5f467f20f23caa1892008b74218e158a33c3,RANDOM_TOPOLOGICAL,29.0,0.0,53.0,3f4542dffc349d49b991609eaf47979226d505c86384b13f8237c29e473dc192,142.75,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,196a360f6140734a36af3f9ad4041dfcf8a7675ef6ef1b1d6d411b4e47b64280,5481,success,False,"[{'cz_conversions': 0, 'gate_count': 13, 'h_reorders': 37, 'hh_cancellations': 4, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 7, 'phase_merges': 0, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 13, 'h_reorders': 4, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.092256299998553,64
120,Oracle,bv_5,44.99999999999999,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999969,8a0f6aa4d86982e6f5d44dfb1933a65cba2e861eeaa794468785325cd7f38e8a,LBL,22.0,0.003013134002685547,40.0,a8b070d4f455231d0ec4018384da7124b313248c7ef5491b1e2a9401a229feb7,143.046875,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,54980edbe225121ad8421c5d689ed294646eb87f5e4c45bfe26e55080a216138,5482,success,False,"[{'cz_conversions': 0, 'gate_count': 10, 'h_reorders': 23, 'hh_cancellations': 3, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 27, 'phase_merges': 0, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 10, 'h_reorders': 4, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.120837800001027,64
120,Oracle,bv_8,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999967,826a81832c43fd3beaa5ea66f63d19579c7ae7c3f309c590d3c64709d2be3057,LBL,61.0,0.002004861831665039,61.0,826a81832c43fd3beaa5ea66f63d19579c7ae7c3f309c590d3c64709d2be3057,142.8125,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,1f0ff419e3cd5fc159b2c4a6eec0024e3061e6840b8ecfc1879dd2d8be8bb241,5483,success,False,"[{'cz_conversions': 0, 'gate_count': 25, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.235211500003061,4
120,UCCSD_inspired,uccsd_4,13.157894736842103,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,1.0,ecdc88be58bf549d56d32e78bd4bc92867b980440b9b1b2d29c6a6a0c98bcfe2,RANDOM_TOPOLOGICAL,66.0,0.003983020782470703,76.0,97e974284c98954b4ad99cbd08cb0c48bfdb469b17f7ffe5185b41c0e8997bc5,143.1484375,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,7194acce29065bd603181c094324f3d0eb4e233607a02785ecbfa0721105dcb8,5484,success,False,"[{'cz_conversions': 0, 'gate_count': 26, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 2, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 26, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.0681555999981356,4
30,Oracle,bv_4,35.29411764705882,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999977,b81e1fce8a1444d85177c6bc7af38bad39960f4060e55d08611f399ee4619722,WCL,22.0,0.0,34.0,2c8ec33b9594e03f9ec6337e7653858db30ed58d151ffbd54e99667d37da6f08,143.18359375,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,051598d631c7dff666b162e6b0689c7c5f81c957f194f1a7963034e90f2ceb68,5485,success,False,"[{'cz_conversions': 0, 'gate_count': 10, 'h_reorders': 2, 'hh_cancellations': 2, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 10, 'h_reorders': 5, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.077293299997109,4
1,QuantumWalk,qwalk_3,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,0f71b269d40b142731582d0d62f4b9d2f8ad11f78887960b3215d7cb2db34e25,WCL,,,,,99.296875,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,839fc296d276c9c9fb83abd0377f65ffd65d2dfd9753d362b473f723f2f4efb9,5486,timeout,,[],False,1.0482121000022744,16
1,UCCSD_inspired,uccsd_4,0.0,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,,7b3522676d252291940c2a9e9f17d81dfc1a5077c6b697e15563a3447cfc72ab,WCL,,,,,101.05078125,-1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_PLUS_TEMPLATES,7690672506ba8e8e21f27dcf55762c91518ea733e14404fd553c8828f0fe8a87,5487,timeout,,[],False,1.0267349999994622,4
10,RandomClifford,clifford_6,35.36585365853659,f290bdba0ec8bac68b2a817f8a9dd71e5246e2558288c6704e576946bc518a86,0.9999999999999984,b259423cfea000395faab3e5ca8720b18bebae620bc17f21338f9ffae251d987,WCL,53.0,0.005297660827636719,82.0,ff9a7e8cc668330f318a83891dde6001b951ad72ac2a977bb4e30b8f7b50ac27,143.11328125,1,2464d1d531032a71c2947e9e8abd2b6b84de9fc6f048239944ee9357097365e8,COMMUTATION_ONLY,2a74d602fb92406cab0bd010cae569de2e9d842bf1145a94d0ee9bff92ffa65e,5488,success,False,"[{'cz_conversions': 0, 'gate_count': 32, 'h_reorders': 7, 'hh_cancellations': 4, 'iteration': 0, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 12, 'phase_merges': 4, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 31, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 1, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 6, 'phase_merges': 1, 'template_rewrites': 0}, {'cz_conversions': 0, 'gate_count': 31, 'h_reorders': 0, 'hh_cancellations': 0, 'iteration': 2, 'local_cancellations': 0, 'mcz_conversions': 0, 'pair_gathers': 0, 'phase_merges': 0, 'template_rewrites': 0}]",True,2.1454019000011613,16
