experiment,part,circuit_family,circuit_type,n_qubits,depth,trial,seed,optimizer,gate_count,original_size,optimized_size,reduction,fidelity,success,runtime_seconds,instance_id
10,random,Universal,random,5,20,60,102,commutation_phase2,100,100,98,0.020000000000000018,0.9999999999999913,False,0.009016036987304688,
10,random,Universal,random,5,20,60,102,hybrid_phase1_2,100,100,98,0.020000000000000018,0.9999999999999913,False,0.08320212364196777,
10,random,Universal,random,5,20,61,103,greedy_phase1,100,100,100,0.0,0.9999999999999918,False,0.0023565292358398438,
10,random,Universal,random,5,20,61,103,commutation_phase2,100,100,96,0.040000000000000036,0.9999999999999925,False,0.012803077697753906,
10,random,Universal,random,5,20,61,103,hybrid_phase1_2,100,100,96,0.040000000000000036,0.9999999999999925,False,0.08482742309570312,
10,random,Universal,random,5,20,62,104,greedy_phase1,100,100,100,0.0,0.999999999999991,False,0.0017845630645751953,
10,random,Universal,random,5,20,62,104,commutation_phase2,100,100,98,0.020000000000000018,0.9999999999999913,False,0.008415937423706055,
10,random,Universal,random,5,20,62,104,hybrid_phase1_2,100,100,98,0.020000000000000018,0.9999999999999913,False,0.08630514144897461,
10,random,Universal,random,5,20,63,105,greedy_phase1,100,100,100,0.0,0.9999999999999897,False,0.0019979476928710938,
10,random,Universal,random,5,20,63,105,commutation_phase2,100,100,96,0.040000000000000036,0.9999999999999906,False,0.008758783340454102,
10,random,Universal,random,5,20,63,105,hybrid_phase1_2,100,100,96,0.040000000000000036,0.9999999999999906,False,0.10854816436767578,
10,random,Universal,random,5,20,64,106,greedy_phase1,100,100,100,0.0,0.9999999999999913,False,0.0019974708557128906,
10,random,Universal,random,5,20,64,106,commutation_phase2,100,100,96,0.040000000000000036,0.9999999999999922,False,0.008518457412719727,
10,random,Universal,random,5,20,64,106,hybrid_phase1_2,100,100,96,0.040000000000000036,0.9999999999999922,False,0.0810556411743164,
10,random,Universal,random,5,20,65,107,greedy_phase1,100,100,100,0.0,0.999999999999991,False,0.0027313232421875,
10,random,Universal,random,5,20,65,107,commutation_phase2,100,100,96,0.040000000000000036,0.9999999999999916,False,0.018553495407104492,
10,random,Universal,random,5,20,65,107,hybrid_phase1_2,100,100,96,0.040000000000000036,0.9999999999999916,False,0.09112167358398438,
10,random,Universal,random,5,20,66,108,greedy_phase1,100,100,100,0.0,0.9999999999999897,False,0.002142667770385742,
10,random,Universal,random,5,20,66,108,commutation_phase2,100,100,96,0.040000000000000036,0.9999999999999903,False,0.01796722412109375,
10,random,Universal,random,5,20,66,108,hybrid_phase1_2,100,100,96,0.040000000000000036,0.9999999999999903,False,0.09080076217651367,
10,random,Universal,random,5,20,67,109,greedy_phase1,100,100,100,0.0,0.9999999999999927,False,0.0027387142181396484,
10,random,Universal,random,5,20,67,109,commutation_phase2,100,100,98,0.020000000000000018,0.9999999999999927,False,0.00892496109008789,
10,random,Universal,random,5,20,67,109,hybrid_phase1_2,100,100,98,0.020000000000000018,0.9999999999999927,False,0.08440566062927246,
10,random,Universal,random,5,20,68,110,greedy_phase1,100,100,100,0.0,0.9999999999999901,False,0.001341104507446289,
10,random,Universal,random,5,20,68,110,commutation_phase2,100,100,98,0.020000000000000018,0.9999999999999906,False,0.008513450622558594,
10,random,Universal,random,5,20,68,110,hybrid_phase1_2,100,100,98,0.020000000000000018,0.9999999999999906,False,0.08804798126220703,
10,random,Universal,random,5,20,69,111,greedy_phase1,100,100,100,0.0,0.9999999999999911,False,0.0028867721557617188,
10,random,Universal,random,5,20,69,111,commutation_phase2,100,100,96,0.040000000000000036,0.9999999999999918,False,0.0094451904296875,
10,random,Universal,random,5,20,69,111,hybrid_phase1_2,100,100,96,0.040000000000000036,0.9999999999999918,False,0.08233785629272461,
10,random,Universal,random,5,20,70,112,greedy_phase1,100,100,100,0.0,0.9999999999999927,False,0.003000974655151367,
10,random,Universal,random,5,20,70,112,commutation_phase2,100,100,96,0.040000000000000036,0.9999999999999931,False,0.012219429016113281,
10,random,Universal,random,5,20,70,112,hybrid_phase1_2,100,100,96,0.040000000000000036,0.9999999999999931,False,0.0832970142364502,
10,random,Universal,random,5,20,71,113,greedy_phase1,100,100,100,0.0,0.9999999999999931,False,0.002007722854614258,
10,random,Universal,random,5,20,71,113,commutation_phase2,100,100,100,0.0,0.9999999999999931,False,0.007006406784057617,
10,random,Universal,random,5,20,71,113,hybrid_phase1_2,100,100,100,0.0,0.9999999999999931,False,0.08559584617614746,
10,random,Universal,random,5,20,72,114,greedy_phase1,100,100,100,0.0,0.999999999999992,False,0.0024645328521728516,
10,random,Universal,random,5,20,72,114,commutation_phase2,100,100,98,0.020000000000000018,0.9999999999999925,False,0.006512641906738281,
10,random,Universal,random,5,20,72,114,hybrid_phase1_2,100,100,98,0.020000000000000018,0.9999999999999925,False,0.0860898494720459,
10,random,Universal,random,5,20,73,115,greedy_phase1,100,100,100,0.0,0.9999999999999903,False,0.0026445388793945312,
10,random,Universal,random,5,20,73,115,commutation_phase2,100,100,96,0.040000000000000036,0.999999999999991,False,0.014989376068115234,
10,random,Universal,random,5,20,73,115,hybrid_phase1_2,100,100,96,0.040000000000000036,0.999999999999991,False,0.09867453575134277,
10,random,Universal,random,5,20,74,116,greedy_phase1,100,100,100,0.0,0.9999999999999936,False,0.001009225845336914,
